Format :             2																																																
Data set :           Main Set - As Loaded																																																
Original data file : C:\Users\sm3658\Desktop\test.txt										459.2565683
"Created on :         Wednesday, April 22, 2020"																																																

Time (*)             	FX Time (*)          	Channel              	Parametric 1         	Risetime             	Counts to Peak       	Counts               	Energy               	Duration             	Amplitude            	ASL                  	Threshold            	Average Frequency    	RMS(16)              	Reverberation Frequency 	Initiation Frequency 	Signal Strength      	Absolute Energy      	Partial Power 1      	Partial Power 2      	Partial Power 3      	Partial Power 4      	Frequency Centroid   	Peak Frequency       	Duration (FX)        	Amplitude (FX)       	Counts to Peak (FX)  	Counts (FX)          	Energy (FX)          	Absolute Energy (FX) 	Signal Strength (FX) 	Amplitude mV (FX)    	Risetime (FX)        	Rise Angle (FX)      	Decay Angle (FX)     	Average Frequency (FX) 	Reverberation Frequency (FX) 	Initiation Frequency (FX) 	Zero Crossings (FX)  	Zero Crossings Frequency (FX) 	Non Dimentional Amplitude (FX) 	FFT Amplitude (FX)   	FFT Peak Frequency (FX) 	FFT Width @10% (FX)  	FFT Width @30% (FX)  	FFT Crossings @30% (FX) 	Frequency Centroid (FX) 	Peak Frequency (FX)  	Peak Power (FX)     
109.6793845	109.6792753	2	0.73946351	803	37	81	58	1986	57	46	50	41	0.22888882	37	46	258725.41	5378.897	66	17	17	0	299	156	738	53.66441	9	23	1.429714	1694.3986	89242.227	0.48219246	243.39999	0.068080604	0.033542749	31.165312	28.305702	36.97617	387	262.19513	3.9875522	18.925964	155.0293	404.05273	354.00391	6	320.18759	155.0293	51.355762
110.1543975	110.1543845	2	0.74098939	1281	35	59	52	1973	57	46	50	30	0.22888882	34	27	231678	4470.3574	58	16	26	0	317	151	678.79999	54.502251	5	9	1.1968782	1262.2313	74708.703	0.53102207	345.20001	0.062143028	0.064298026	13.258692	11.990408	14.484357	377	277.69592	4.8248434	15.150311	153.80859	416.25977	379.63867	10	345.72586	153.80859	49.423031
111.1494963	111.1493525	2	0.74831384	1920	65	69	56	1995	57	46	50	35	0.22888882	53	33	250203.7	5071.8467	61	20	19	0	313	161	803.59998	51.346973	1	3	1.1924877	1070.7883	74434.648	0.36927396	144.2	0.036769964	0.008044442	3.7332006	3.0330603	6.9348125	413	256.96863	3.9866996	11.92945	159.91211	441.89453	386.96289	10	320.12488	159.91211	47.347008
111.2765635	111.276424	2	0.74861902	487	22	58	53	1986	57	46	50	29	0.22888882	24	45	237290	4644.6919	74	13	13	0	294	156	751.20001	57.001026	27	35	1.7170258	2376.0334	107176.13	0.70802945	627.20001	0.06238731	0.30604216	46.592121	64.516129	43.04847	354	235.623	4.962595	21.54051	155.0293	416.25977	46.386719	5	313.10745	155.0293	52.479721
112.3363553	112.336212	2	0.75502795	1621	61	72	57	1969	57	46	50	37	0.22888882	31	37	253021.91	5212.5532	69	16	15	0	296	156	802.59998	56.176914	19	34	1.8008373	2452.5718	112407.6	0.64394057	449.60001	0.072761178	0.092571147	42.362324	42.492916	42.259785	388	241.71443	4.5977912	23.008808	153.80859	415.03906	15.869141	4	303.18869	153.80859	53.052483
114.0743545	114.0743545	2	0.7696768	1214	24	48	52	1989	57	46	50	24	0.22888882	30	19	231778.66	4300.7974	58	18	24	0	317	151	655.20001	52.797989	12	12	1.1433409	1202.1299	71366.922	0.43641469	654.59998	0.018358298	1.5209155	18.315018	0	18.331806	337	257.17337	4.0066028	12.83225	153.80859	455.32227	362.54883	13	327.73093	153.80859	47.980656
114.1806193	114.180469	2	0.76784569	336	17	69	56	2000	57	46	50	35	0.22888882	31	50	249981.05	5119.2007	69	19	12	0	301	156	790.20001	57.331608	22	35	1.6554995	2207.7295	103335.67	0.7354961	487.20001	0.085845217	0.13749926	44.292583	42.904289	45.155994	374	236.64896	5.6242824	20.765661	155.0293	406.49414	61.035156	5	342.23697	155.0293	52.161518
114.5313548	114.5312045	2	0.76876128	1863	48	56	53	1998	57	46	50	28	0.22888882	59	25	237027.7	4521.7725	55	26	19	0	303	151	798.40002	53.385094	3	18	1.5229226	1738.0046	95060.273	0.46693319	22.799999	0.58406138	0.019428374	22.54509	19.339867	131.57895	415	259.89478	3.9217167	11.927814	155.0293	438.23242	377.19727	15	335.21594	155.0293	47.345818
115.8943045	115.894157	2	0.78218937	224	11	89	62	1998	57	46	50	45	0.22888882	43	49	277851.94	6201.2417	74	14	12	0	296	151	805.79999	57.439064	14	36	1.8819206	2758.2383	117468.8	0.74465162	372	0.11466254	0.098441459	44.676098	50.714615	37.634407	360	223.38049	5.1080823	27.940994	153.80859	401.61133	23.193359	4	319.85953	153.80859	54.739437
117.2038865	117.2037685	2	0.78432572	591	30	61	54	1946	57	46	50	31	0.22888882	22	50	239531.75	4874.0566	53	23	24	0	323	151	252.60001	51.274891	1	3	0.38321927	352.90189	23920.408	0.36622211	13.2	0.36204997	0.020880152	11.876485	8.3542185	75.757576	150	296.91211	3.8673131	8.5184517	152.58789	449.21875	380.85938	18	339.93814	152.58789	44.421814
117.3941708	117.3940378	2	0.789819	1049	31	60	55	1979	57	46	50	30	0.22888882	31	29	243865.8	4821.2666	68	14	17	0	298	161	795	54.351189	19	25	1.5869033	1894.7142	99053.93	0.5218665	521	0.039449532	0.074910201	31.446541	21.89781	36.46833	410	257.86163	4.1884646	14.792377	162.35352	439.45313	368.65234	10	320.95303	162.35352	49.215359
117.4457908	117.4456405	2	0.78829312	1005	20	64	55	2000	57	46	50	32	0.22888882	44	19	245552.45	4850.5913	59	28	13	0	299	151	817	55.128098	3	17	1.4642321	1610.3345	91396.836	0.57069612	88.199997	0.28088513	0.034901898	20.807833	19.20966	34.013607	429	262.5459	5.1014757	9.5435495	150.14648	487.06055	396.72852	28	350.09991	150.14648	45.408798
117.7182535	117.718137	2	0.78951383	477	23	67	54	1991	57	46	50	34	0.23194067	29	48	239418.91	4712.9844	61	22	17	0	291	156	768.59998	57.439064	24	33	1.5754429	2065.8857	98338.57	0.74465162	594.59998	0.071928151	0.24141844	42.935207	51.724136	40.36327	397	258.26178	5.8200889	20.381765	155.0293	407.71484	128.17383	7	301.3739	155.0293	51.999435
117.7970475	117.7970053	2	0.79012424	1185	36	53	51	1997	57	46	50	27	0.23194067	20	30	228725.59	4282.999	57	21	22	0	306	170	711	55.711864	14	20	1.3597684	1604.4178	84876.25	0.61037022	488.39999	0.060153063	0.13137832	28.129395	26.954178	28.66503	369	259.49368	5.1130114	11.075727	162.35352	449.21875	396.72852	23	331.79401	162.35352	46.702045
117.9606555	117.9605075	2	0.79195529	1201	62	95	60	1986	57	46	50	48	0.22888882	42	51	269476.66	5894.8052	63	19	18	0	295	151	762.79999	54.699665	34	36	1.6867026	2250.2192	105283.37	0.54322946	754.79999	0.030065356	1.231967	47.194546	250	45.045044	377	247.11589	3.935811	18.568073	153.80859	438.23242	357.66602	11	307.86594	153.80859	51.189938
118.0636575	118.0636575	2	0.79348123	1418	48	67	55	1999	57	46	50	34	0.22888882	32	33	245714.09	4871.2041	64	16	20	0	317	161	650.59998	53.213093	4	8	1.0500443	1011.3985	65543.383	0.45777765	121.6	0.1158846	0.026751626	12.296342	7.5614367	32.894737	329	252.84354	4.5440154	12.921856	159.91211	443.11523	366.21094	8	376.39664	159.91211	48.0411
118.2059775	118.205828	2	0.79531235	508	24	73	58	1984	57	46	50	37	0.22888882	33	47	258575.95	5331.187	67	18	15	0	305	151	810.40002	57.259224	28	33	1.7886826	2386.8438	111648.91	0.72939235	658	0.062708646	0.26474184	40.720631	32.808399	42.553192	372	229.51628	5.2942705	28.214577	153.80859	412.59766	9.765625	2	331.71353	153.80859	54.82407
118.312295	118.312295	2	0.79805905	1365	52	71	56	1983	57	46	50	36	0.23194067	30	38	251191.91	5072.5508	53	18	29	0	337	151	0.60000002	50.197384	1	1	0.003823392	7.1643567	238.65474	0.32349619	0.40000001	1.0677037	1.3022791	1666.6666	0	2500	0	0	0.81329924	8.160984	152.58789	505.37109	371.09375	13	358.50458	152.58789	44.04945
120.1342495	120.134179	2	0.80538344	1105	44	79	58	1988	58	46	50	40	0.23194067	39	39	258167.25	5406.0713	60	20	20	0	306	151	723.79999	53.66441	7	26	1.4229766	1752.7198	88821.68	0.48219246	245.60001	0.067472622	0.034692198	35.921524	39.73233	28.501629	386	266.64825	3.9293435	12.341398	155.0293	432.12891	369.87305	15	312.05185	155.0293	47.641888
120.1432783	120.1432783	2	0.80599385	643	16	61	54	1960	57	46	50	31	0.22888882	34	24	240928.66	4732.5488	56	26	18	0	310	151	664	57.222805	16	18	1.252821	1472.4021	78200.625	0.72634053	644.20001	0.063576534	1.121008	27.108435	101.0101	24.837008	344	259.03613	6.1673431	10.038988	167.23633	477.29492	402.83203	24	315.67297	167.23633	45.8484
120.5672225	120.5670985	2	0.80721456	859	39	87	60	1990	57	46	50	44	0.22888882	42	45	265465.91	5747.0747	68	12	19	0	302	151	786.79999	55.883869	7	38	1.7682749	2398.5149	110375.07	0.62257761	70	0.41253012	0.042712543	48.296898	43.247768	100	368	233.85867	4.4379954	22.464769	155.0293	432.12891	9.765625	2	308.16003	155.0293	52.844639
120.5732495	120.5732495	2	0.80904567	183	14	80	59	1984	58	46	50	40	0.22888882	36	76	264011.06	5753.0098	59	18	23	0	312	166	602.79999	52.233364	2	5	0.96812004	920.63446	60429.699	0.40894803	278.39999	0.033292387	0.028574299	8.2946253	9.2478418	7.183908	320	265.42801	4.0793495	8.2646933	152.58789	483.39844	383.30078	22	340.25116	152.58789	44.159134
120.8209945	120.8208505	2	0.81362349	122	7	45	48	1987	57	46	50	23	0.22888882	20	57	214716.95	3784.0537	53	19	28	0	311	156	784.59998	57.331608	14	30	1.5512607	1906.5605	96829.125	0.7354961	266	0.15633349	0.080670729	38.236042	30.852295	52.63158	427	272.11319	5.9596758	11.342607	162.35352	451.66016	385.74219	23	325.82922	162.35352	46.908859
121.0297513	121.0296765	2	0.81240273	1037	36	71	57	2000	57	46	50	36	0.22888882	36	34	254736	5134.3276	62	16	22	0	307	156	665.79999	53.988144	15	20	1.2766414	1486.0765	79687.492	0.50050354	437.20001	0.042124148	0.080436654	30.039051	21.872267	34.309242	364	273.35538	4.1817765	11.036687	145.26367	449.21875	400.39063	22	317.20294	145.26367	46.671375
121.6471665	121.6470355	2	0.81759089	1566	50	73	56	1935	57	46	50	38	0.23194067	62	31	248385.91	5190.1206	63	17	19	0	308	156	796.20001	54.65073	9	18	1.485559	1670.168	92728.047	0.54017764	457.20001	0.048943788	0.065966055	22.607386	26.548672	19.68504	415	260.61292	4.6381803	15.111688	153.80859	447.99805	373.53516	10	313.06549	153.80859	49.40086
121.7864425	121.7863263	2	0.81514937	583	22	55	52	1973	57	46	50	28	0.22888882	23	37	234218.66	4533.457	68	17	15	0	289	156	784.59998	57.509968	30	34	1.6237487	2117.9509	101353.8	0.75075531	700.40002	0.061960503	0.47641763	43.334183	47.505939	42.832668	374	238.33801	5.8117471	15.115648	152.58789	406.49414	378.41797	15	307.80988	152.58789	49.403137
122.0131928	122.0130473	2	0.81942201	37	5	73	58	1975	57	46	50	37	0.22888882	35	135	256617.84	5404.8809	73	16	10	0	290	156	788.59998	57.439064	17	47	1.9770947	3032.374	123409.53	0.74465162	183.2	0.22972739	0.070649296	59.599289	49.554012	92.794762	349	221.27821	4.7584033	26.713203	153.80859	391.8457	50.048828	5	316.61667	153.80859	54.349121
122.337175	122.3370378	2	0.82216865	854	16	57	54	1988	57	46	50	29	0.22888882	36	18	242496.34	4855.9541	57	22	21	0	315	151	784.20001	52.978325	1	6	1.2770522	1271.1541	79713.125	0.44557023	3.4000001	1.3137437	0.016563863	7.6511092	6.4036884	294.11765	403	256.94977	4.3834209	10.042392	155.0293	444.33594	379.63867	19	312.05576	155.0293	45.851345
122.3824815	122.3823335	2	0.82308418	356	12	63	53	1999	57	46	50	32	0.22888882	31	33	238354.45	4624.0083	63	18	18	0	305	166	816.40002	57.439064	13	28	1.6540425	2109.3569	103244.73	0.74465162	504.39999	0.084733948	0.13646193	34.296913	48.076923	25.773195	443	271.31308	5.8882775	21.429447	167.23633	418.70117	303.95508	4	341.06458	167.23633	52.434818
122.736041	122.7359503	2	0.8267464	1456	36	58	54	1999	57	46	50	29	0.22888882	40	24	241395.3	4640.7305	61	23	16	0	296	151	758.59998	53.881565	2	10	1.3265215	1389.8492	82800.992	0.49439985	253.39999	0.070197053	0.035253022	13.182178	15.835313	7.8926597	381	251.12048	4.5295563	8.3908596	152.58789	479.73633	396.72852	32	330.11877	152.58789	44.29073
122.998926	122.9987768	2	0.82796717	1616	52	62	53	1917	57	46	50	32	0.22888882	33	32	235426.45	4654.8105	63	17	20	0	307	151	789.59998	53.609261	12	20	1.4464254	1640.5371	90285.352	0.47914061	552.40002	0.029483277	0.068573944	25.329281	33.726814	21.723389	405	256.45895	4.1903744	16.854612	153.80859	419.92188	316.16211	11	320.77548	153.80859	50.348976
123.0261373	123.0260493	2	0.82491529	1539	36	55	52	1973	57	46	50	28	0.22888882	43	23	233181.66	4532.8486	63	17	20	0	304	156	731.40002	53.441681	13	15	1.3126556	1448.6089	81935.484	0.46998504	514.20001	0.029893326	0.07067275	20.508614	9.2081032	25.281992	347	237.21629	4.1953382	12.120666	152.58789	428.4668	391.8457	14	310.36502	152.58789	47.48513
123.6068345	123.6068345	2	0.83315533	938	17	48	52	1989	57	46	50	24	0.22888882	29	18	232532	4401.7935	59	16	25	0	332	151	174	51.629467	1	1	0.21123509	161.86964	13185.217	0.38148138	3.5999999	1.0666537	0.038275667	5.7471266	0	277.77777	101	290.22989	5.034256	10.627309	153.80859	438.23242	313.7207	5	340.16779	153.80859	46.343067
123.6581918	123.6580658	2	0.82827234	420	9	56	52	1963	57	46	50	29	0.22888882	30	21	232370.34	4523.7739	62	22	16	0	299	151	793.79999	57.186234	9	25	1.5272936	1928.52	95333.109	0.72328866	546.79999	0.074307136	0.16333385	31.49408	64.777328	16.4594	412	259.5112	6.0225306	14.131062	153.80859	430.9082	393.06641	15	318.70486	153.80859	48.818096
124.4378868	124.4377553	2	0.83803827	830	28	56	52	2000	57	46	50	28	0.22888882	23	33	230058.45	4370.646	50	24	26	0	314	166	738.59998	54.699665	3	21	1.3748761	1624.8424	85819.266	0.54322946	136.2	0.1651499	0.037665065	28.432169	29.880478	22.026432	411	278.2291	4.675282	10.540156	167.23633	456.54297	367.43164	23	314.44693	167.23633	46.271542
124.861764	124.861764	2	0.83590198	1550	57	72	56	1962	57	46	50	37	0.22888882	36	36	249468.66	5047.2866	54	19	27	0	323	151	423	52.425678	2	4	0.65610778	614.53064	40954.008	0.41810358	29.6	0.33147615	0.025890455	9.4562645	5.0838842	67.567566	202	238.77069	4.3184495	14.586041	152.58789	408.93555	85.449219	7	331.31909	152.58789	49.093349
125.0642763	125.0641293	2	0.8395642	1415	54	77	57	1974	57	46	50	39	0.22888882	41	38	253256.75	5271.3921	63	20	16	0	299	151	746.59998	53.988144	10	22	1.4567614	1721.3713	90930.508	0.50050354	237.60001	0.077402204	0.03618769	29.466917	23.575638	42.087543	386	258.50522	4.1094675	12.58351	152.58789	428.4668	388.18359	20	344.71512	152.58789	47.810638
125.0673175	125.0672073	2	0.83864862	1153	22	49	51	1997	57	46	50	25	0.22888882	31	19	225861.66	4219.8354	60	20	20	0	303	151	755.20001	53.037613	4	13	1.3629171	1487.6229	85072.789	0.44862208	433.39999	0.030538339	0.041118614	17.213984	27.967682	9.2293491	362	239.67162	3.982465	9.9854136	152.58789	452.88086	394.28711	26	306.10449	152.58789	45.801922
125.2343958	125.2342693	2	0.83986938	688	33	87	60	1997	57	46	50	44	0.22888882	41	47	267585.66	5799.7817	67	21	12	0	296	156	737.40002	53.827785	24	30	1.5880865	2074.2769	99127.781	0.491348	526.79999	0.033230025	0.082962148	40.683483	28.490028	45.558086	355	240.7106	3.6550806	16.910978	155.0293	429.6875	117.1875	8	304.79849	155.0293	50.377975
125.5312998	125.5312993	2	0.84139532	91	4	68	55	1990	57	46	50	34	0.22888882	33	43	246055.7	4924.3267	63	18	19	0	298	156	669.40002	57.038383	3	22	1.3527279	1714.0271	84436.781	0.71108127	91.800003	0.40620241	0.068254873	32.865253	32.894737	32.679737	342	255.45264	5.6373277	17.330568	155.0293	423.58398	139.16016	7	370.18311	155.0293	50.590858
125.570541	125.570541	2	0.84139532	1988	61	63	54	1997	57	46	50	32	0.23194067	250	30	242356.05	4697.5083	40	24	36	0	343	151	601.20001	51.698677	1	1	0.72926074	556.28613	45520.188	0.38453323	0.40000001	1.5123026	0.011368593	1.66334	0	2500	357	296.90619	5.0786557	6.5319204	152.58789	507.8125	428.4668	23	353.92767	152.58789	42.115417
125.5917585	125.5916143	2	0.84292126	1771	57	64	52	1897	57	46	50	34	0.23194067	56	32	232556.41	4696.5024	69	16	15	0	287	156	804.59998	54.748325	26	32	1.6771393	2171.4412	104686.42	0.54628134	570	0.040338378	0.097749516	39.771317	25.575447	45.614037	356	221.22794	4.1986146	14.877831	153.80859	408.93555	373.53516	17	296.1543	153.80859	49.265392
126.625409	126.625262	2	0.85024565	1309	37	53	51	1983	57	46	50	27	0.22888882	23	28	229887.66	4323.9141	61	19	20	0	310	161	793.20001	53.385094	5	17	1.4099908	1515.7524	88011.109	0.46693319	219.39999	0.068582073	0.026258416	21.432173	20.91321	22.789425	415	261.5986	4.2082348	12.491347	162.35352	456.54297	377.19727	16	332.2601	162.35352	47.746788
127.2429483	127.242875	2	0.85085607	1924	84	92	63	1997	57	46	50	46	0.22888882	109	43	279373.91	6363.4453	73	16	11	0	291	151	653.20001	55.311935	23	37	1.5704461	2249.7109	98026.672	0.5829035	354.39999	0.07510557	0.089013077	56.644215	46.854084	64.898422	297	227.34232	3.8841734	20.202312	153.80859	430.9082	361.32813	6	319.0054	153.80859	51.922623
130.266642	130.266508	2	0.87191379	1110	58	85	63	2000	57	46	50	43	0.22888882	30	52	279068.91	6237.9307	64	19	16	0	301	156	775.79999	55.174423	7	28	1.6758485	2183.6628	104605.85	0.57374799	339.60001	0.075685605	0.058968741	36.091778	48.143055	20.612486	369	237.81903	4.2551508	20.184105	153.80859	417.48047	93.994141	7	304.75549	153.80859	51.914791
130.2907613	130.2906158	2	0.87038791	1957	50	55	54	1995	58	46	50	28	0.22888882	131	25	239492.09	4657.6079	59	18	23	0	306	166	812	56.773434	9	19	1.4799559	1688.1304	92378.305	0.68971831	392.60001	0.09484715	0.088819243	23.399015	23.843586	22.924095	428	263.54678	6.0625844	12.141909	155.0293	438.23242	386.96289	15	331.72141	155.0293	47.50034
130.3786295	130.3785315	2	0.86886197	697	21	85	59	1986	57	46	50	43	0.22888882	49	30	262577.56	5603.8965	56	21	23	0	305	151	752	53.0965	19	20	1.4115748	1600.3734	88109.992	0.45167395	738.20001	0.018346108	0.77605903	26.595745	72.463768	25.738283	379	251.99467	3.8549409	12.133733	153.80859	454.10156	379.63867	17	309.89838	153.80859	47.494488
130.6478005	130.6476653	2	0.87160861	1590	53	73	57	1984	57	46	50	37	0.22888882	50	33	254016.2	5243.3882	60	17	23	0	300	146	771.79999	56.010674	2	31	1.5917339	2042.6144	99355.445	0.63173312	11.6	1.2184726	0.041479141	40.165848	38.147858	172.41379	415	268.85202	4.9073467	14.757262	155.0293	430.9082	374.75586	13	310.26804	155.0293	49.194717
130.6508033	130.6506985	2	0.87557602	237	13	63	56	1979	57	46	50	32	0.22888882	28	54	247928.41	5002.936	69	14	17	0	301	161	744	57.186234	20	41	1.7869518	2637.8843	111540.88	0.72328866	342.20001	0.11839774	0.10096485	55.107529	52.264809	58.445354	346	232.52689	4.8244801	20.785015	155.0293	412.59766	383.30078	7	322.5321	155.0293	52.169609
131.1808818	131.1808818	2	0.8737449	1493	32	46	50	1974	57	46	50	23	0.22888882	29	21	223616.84	4112.603	47	21	32	0	344	151	480.39999	50.439796	1	1	0.63298166	496.69272	39510.484	0.33265176	0.2	1.4496199	0.003420226	2.0815988	0	5000	276	287.26062	4.0446458	14.740205	152.58789	413.81836	301.51367	3	347.4382	152.58789	49.184669
131.2990355	131.2989353	2	0.87649161	1897	64	67	53	1941	57	46	50	35	0.22888882	69	33	238134.84	4730.958	65	17	18	0	305	156	762.59998	54.09343	7	17	1.3912356	1557.0874	86840.422	0.50660723	248.2	0.076554164	0.036993127	22.292158	19.440125	28.203062	402	263.57199	4.4488349	12.421079	156.25	462.64648	380.85938	14	321.99219	156.25	47.697788
132.842013	132.8418645	2	0.88839382	1873	67	70	55	1998	57	46	50	35	0.22888882	24	35	246260.05	4908.603	62	20	18	0	307	161	802.79999	55.4473	6	25	1.5589466	1903.4895	97308.875	0.59205908	234	0.11733518	0.048455592	31.141006	33.403656	25.641026	402	250.37369	4.8844981	13.253418	162.35352	433.34961	379.63867	14	311.93292	162.35352	48.261158
133.435153	133.435153	2	0.89175087	789	38	102	64	1982	58	46	50	51	0.22888882	53	48	285062.16	6464.9692	54	19	27	0	323	151	423	52.425678	2	4	0.65610778	614.53064	40954.008	0.41810358	29.6	0.33147615	0.025890455	9.4562645	5.0838842	67.567566	202	238.77069	4.3184495	14.586041	152.58789	408.93555	85.449219	7	331.31909	152.58789	49.093349
133.5441883	133.5440385	2	0.89114046	172	11	80	57	1991	57	46	50	40	0.22888882	37	63	255111.16	5231.335	74	12	14	0	294	156	817.59998	57.719276	17	46	1.9712472	2776.7368	123044.52	0.76906645	322.20001	0.13963124	0.091155373	56.26223	58.538555	52.76226	356	217.71037	5.1102533	24.560387	155.0293	422.36328	19.53125	6	340.90021	155.0293	53.619305
133.825473	133.825473	2	0.89480269	134	6	78	59	1982	57	46	50	39	0.23194067	38	44	263449.84	5610.7905	39	25	36	0	343	151	663.59998	51.5597	1	1	0.75647426	544.35272	47218.848	0.37842953	663	0.009381588	1.4746336	1.5069319	0	1.5082957	408	307.41409	5.3183389	7.3875151	152.58789	454.10156	388.18359	21	335.14563	152.58789	43.18457
133.9376285	133.9376285	2	0.89419234	1419	52	68	56	1990	57	46	50	34	0.23194067	28	36	249767.55	5021.3809	40	24	36	0	343	151	0.60000002	51.128906	1	1	0.004175418	8.5740929	260.62808	0.36011842	0.40000001	1.4799118	1.52526	1666.6666	0	2500	0	0	0.82903981	8.8611221	155.0293	429.6875	382.08008	9	344.52618	155.0293	44.764374
134.4971385	134.4970303	2	0.89785457	1109	40	72	56	1994	57	46	50	36	0.22888882	36	36	251198	5163.2944	59	21	20	0	302	151	771	53.827785	6	26	1.5356835	1850.2506	95856.805	0.491348	184.8	0.094479904	0.029864922	33.722439	34.11805	32.467533	382	247.73022	3.9520335	16.040409	153.80859	430.9082	382.08008	10	302.95959	153.80859	49.918911
134.6484065	134.6482653	2	0.89419234	1850	66	71	56	1974	57	46	50	36	0.22888882	40	35	249322.25	5033.7412	70	13	17	0	299	161	795.40002	53.328136	26	31	1.6218712	1977.5601	101236.61	0.46388134	629.79999	0.023440225	0.088927627	38.974102	30.193237	41.282948	394	247.67413	3.6446421	15.869287	162.35352	426.02539	383.30078	12	315.87097	162.35352	49.825748
134.8693625	134.8692398	2	0.89785457	1094	54	93	61	1977	57	46	50	47	0.22888882	44	49	270989.44	5907.229	58	19	24	0	309	156	767.59998	57.367573	10	38	1.6762788	2327.8926	104632.71	0.73854792	257	0.1628713	0.082522728	49.504951	54.837444	38.910507	418	272.27722	5.4180894	21.418974	153.80859	412.59766	310.05859	9	310.56094	153.80859	52.430573
135.804594	135.8044695	2	0.90701008	1776	58	73	56	1998	57	46	50	37	0.22888882	67	32	249593.7	5110.8618	56	22	22	0	311	156	793	53.553757	13	22	1.4963642	1740.9802	93402.508	0.47608876	345	0.046303395	0.03566812	27.742748	20.089285	37.68116	393	247.7932	4.042058	19.018171	153.80859	407.71484	139.16016	8	311.53671	153.80859	51.397976
136.0675833	136.0674385	2	0.9054842	1199	32	50	52	1981	57	46	50	25	0.22888882	23	26	230918.55	4278.6304	69	16	15	0	303	166	745	53.328136	3	20	1.4447533	1674.2976	90180.977	0.46388134	149	0.098773882	0.024769023	26.845638	28.523489	20.134228	370	248.32214	3.8322008	11.963325	153.80859	454.10156	390.625	18	325.83374	153.80859	47.371639
136.39414	136.3940568	2	0.90792567	1948	64	67	54	1968	57	46	50	34	0.22888882	157	32	243045.34	4861.6245	60	23	17	0	302	151	751.40002	54.552029	18	27	1.5760199	1965.3756	98374.586	0.53407389	437	0.049809147	0.069178917	35.932926	28.625954	41.18993	379	252.19591	4.0793376	15.570705	153.80859	419.92188	323.48633	12	311.26801	153.80859	49.660767
137.0723035	137.0721535	2	0.91158789	0	1	78	58	1993	57	46	50	39	0.23194067	38	1000	258002.55	5335.7588	67	16	17	0	298	156	816.79999	57.149506	12	39	1.7663778	2400.7156	110256.66	0.72023684	150.8	0.2617633	0.060587775	47.747307	40.540539	79.5756	416	254.6523	5.3356361	19.058931	153.80859	423.58398	307.61719	7	320.80859	153.80859	51.416573
137.5926548	137.592542	2	0.9128086	297	16	91	62	2000	57	46	50	46	0.22888882	44	53	277848.91	6124.3452	76	14	9	0	288	156	771.79999	57.149506	20	44	1.9201838	2877.2932	119857.17	0.72023684	410.79999	0.098031655	0.11145011	57.009586	66.481995	48.685493	328	212.49028	4.6378431	25.726072	155.0293	401.61133	115.9668	6	313.3558	155.0293	54.022072
137.6775273	137.6773948	2	0.91525012	1705	66	78	57	1994	57	46	50	39	0.22888882	41	38	254330.34	5295.6787	74	13	13	0	295	156	761.20001	53.935017	2	24	1.5218372	1922.1743	94992.523	0.49745169	142.2	0.12675968	0.029268527	31.529165	35.541195	14.064697	365	239.75302	3.9862111	19.51433	155.0293	405.27344	83.007813	7	315.81339	155.0293	51.621674
138.3881423	138.3880488	2	0.91769159	373	21	79	57	1990	57	46	50	40	0.22888882	35	56	252848.05	5218.8359	71	16	13	0	296	156	756.40002	57.186234	23	38	1.7184436	2392.103	107264.63	0.72328866	467.20001	0.086908296	0.13983549	50.237968	51.867218	49.22945	363	239.95241	5.1004286	18.230783	153.80859	411.37695	371.09375	11	323.99686	153.80859	51.030708
138.7661348	138.7661348	2	0.92196417	1757	76	84	59	1911	57	46	50	44	0.22888882	52	43	262675.16	5617.9673	67	18	15	0	294	156	665	55.580589	1	25	1.423133	1786.2235	88831.445	0.60121465	15.6	1.0699564	0.043856502	37.593987	36.957191	64.102562	299	224.81203	4.5007453	12.988984	166.01563	455.32227	374.75586	17	301.7449	166.01563	48.086105
140.1030308	140.102881	2	0.92867821	431	24	64	55	1996	57	46	50	32	0.22888882	25	55	244503.25	4833.4839	69	17	14	0	293	151	773.40002	57.509968	27	33	1.7115792	2303.3484	106836.15	0.75075531	581.59998	0.074573889	0.22279158	42.668736	31.282585	46.42366	354	228.85959	5.4348102	20.064711	153.80859	411.37695	68.359375	6	325.81	153.80859	51.863258
140.4024965	140.4024965	2	0.93142492	1345	48	61	55	1984	57	46	50	31	0.22888882	20	35	245018.7	4885.6299	64	15	22	0	304	151	635.79999	54.748325	16	23	1.3428907	1678.6208	83822.75	0.54628134	452.39999	0.050808039	0.12478638	36.174896	38.167938	35.366932	325	255.58351	4.1435728	13.105211	153.80859	446.77734	377.19727	13	339.13318	153.80859	48.163483
140.48737	140.4872305	2	0.92989898	1323	49	67	56	1995	57	46	50	34	0.22888882	26	37	247794.2	5016.7314	64	16	20	0	306	151	801.79999	55.668327	25	26	1.5617628	1905.0732	97484.664	0.60731834	795	0.036598817	1.3413075	32.42704	147.05882	31.446541	424	264.40509	4.9951224	19.358669	153.80859	423.58398	73.242188	5	320.08902	153.80859	51.552113
